# 'Elapsed time',' I',' II',' RESP',' SCG'
# 'hh:mm:ss.mmm','mV','mV','mV','mV'
'0:02.385',-0.06010910,-0.06469550,0.45623929,0.12222678
'0:02.385',-0.06073183,-0.06500008,0.45653233,0.12222678
'0:02.385',-0.06132492,-0.06560924,0.45653233,0.12222678
'0:02.386',-0.06162146,-0.06621840,0.45684979,0.12222678
'0:02.386',-0.06224420,-0.06682756,0.45714283,0.12222678
'0:02.386',-0.06254074,-0.06743672,0.45714283,0.12222678
'0:02.386',-0.06286694,-0.06774130,0.45746029,0.12222678
'0:02.386',-0.06346002,-0.06835046,0.45775333,0.12222678
'0:02.387',-0.06375656,-0.06895962,0.45775333,0.12222678
'0:02.387',-0.06408276,-0.06926420,0.45807079,0.15268196
'0:02.387',-0.06437930,-0.06987336,0.45836383,0.15268196
'0:02.387',-0.06467584,-0.07019178,0.45836383,0.15268196
'0:02.387',-0.06500204,-0.07080094,0.45868130,0.15268196
'0:02.388',-0.06529858,-0.07110552,0.45897434,0.15268196
'0:02.388',-0.06559513,-0.07171468,0.45897434,0.18313714
'0:02.388',-0.06592132,-0.07201926,0.45929180,0.18313714
'0:02.388',-0.06621786,-0.07232384,0.45958484,0.21359232
'0:02.388',-0.06621786,-0.07293300,0.45958484,0.21359232
'0:02.389',-0.06651441,-0.07323758,0.45990230,0.21359232
'0:02.389',-0.06651441,-0.07354216,0.46019534,0.21359232
'0:02.389',-0.06681095,-0.07384674,0.46019534,0.21359232
'0:02.389',-0.06681095,-0.07415132,0.46051280,0.21359232
'0:02.389',-0.06713714,-0.07445590,0.46080584,0.21359232
'0:02.390',-0.06713714,-0.07476048,0.46080584,0.21359232
'0:02.390',-0.06713714,-0.07506506,0.46112330,0.21359232
'0:02.390',-0.06713714,-0.07536964,0.46141634,0.21359232
'0:02.390',-0.06713714,-0.07567421,0.46141634,0.21359232
'0:02.390',-0.06713714,-0.07567421,0.46173380,0.21359232
'0:02.391',-0.06713714,-0.07597879,0.46202684,0.21359232
'0:02.391',-0.06713714,-0.07628337,0.46202684,0.21359232
'0:02.391',-0.06713714,-0.07628337,0.46234430,0.21359232
'0:02.391',-0.06713714,-0.07658795,0.46263734,0.21359232
'0:02.391',-0.06743369,-0.07689253,0.46263734,0.24404749
'0:02.392',-0.06743369,-0.07689253,0.46295480,0.24404749
'0:02.392',-0.06743369,-0.07719711,0.46324784,0.24404749
'0:02.392',-0.06743369,-0.07719711,0.46324784,0.24404749
'0:02.392',-0.06743369,-0.07751554,0.46356530,0.24404749
'0:02.392',-0.06743369,-0.07751554,0.46385834,0.27450267
'0:02.393',-0.06743369,-0.07751554,0.46385834,0.27450267
'0:02.393',-0.06743369,-0.07782012,0.46417580,0.27450267
'0:02.393',-0.06773023,-0.07782012,0.46446884,0.27450267
'0:02.393',-0.06773023,-0.07812470,0.46446884,0.30536392
'0:02.393',-0.06773023,-0.07812470,0.46478630,0.30536392
'0:02.394',-0.06805643,-0.07812470,0.46507934,0.30536392
'0:02.394',-0.06805643,-0.07842928,0.46507934,0.30536392
'0:02.394',-0.06805643,-0.07842928,0.46539680,0.33581910
'0:02.394',-0.06835297,-0.07842928,0.46568984,0.33581910
'0:02.394',-0.06835297,-0.07873386,0.46568984,0.33581910
'0:02.395',-0.06835297,-0.07873386,0.46600730,0.33581910
'0:02.395',-0.06864951,-0.07873386,0.46630034,0.33581910
'0:02.395',-0.06864951,-0.07873386,0.46630034,0.33581910
'0:02.395',-0.06894605,-0.07873386,0.46661780,0.36627428
'0:02.395',-0.06894605,-0.07903844,0.46691084,0.36627428
'0:02.396',-0.06894605,-0.07903844,0.46691084,0.33581910
'0:02.396',-0.06927225,-0.07903844,0.46722830,0.33581910
'0:02.396',-0.06927225,-0.07903844,0.46752134,0.33581910
'0:02.396',-0.06927225,-0.07903844,0.46752134,0.30536392
'0:02.396',-0.06956879,-0.07903844,0.46783880,0.30536392
'0:02.397',-0.06956879,-0.07873386,0.46813184,0.27450267
'0:02.397',-0.06956879,-0.07873386,0.46813184,0.27450267
'0:02.397',-0.06986533,-0.07873386,0.46844930,0.24404749
'0:02.397',-0.06986533,-0.07873386,0.46874234,0.24404749
'0:02.397',-0.06986533,-0.07873386,0.46874234,0.21359232
'0:02.398',-0.06986533,-0.07873386,0.46905981,0.21359232
'0:02.398',-0.06986533,-0.07842928,0.46935285,0.18313714
'0:02.398',-0.06986533,-0.07842928,0.46935285,0.18313714
'0:02.398',-0.06986533,-0.07842928,0.46967031,0.18313714
'0:02.398',-0.06986533,-0.07842928,0.46996335,0.15268196
'0:02.399',-0.06986533,-0.07812470,0.46996335,0.15268196
'0:02.399',-0.06986533,-0.07812470,0.47028081,0.15268196
'0:02.399',-0.06986533,-0.07812470,0.47057385,0.15268196
'0:02.399',-0.06986533,-0.07782012,0.47057385,0.15268196
'0:02.399',-0.06986533,-0.07782012,0.47089131,0.15268196
'0:02.400',-0.06986533,-0.07751554,0.47118435,0.15268196
'0:02.400',-0.06986533,-0.07751554,0.47118435,0.12222678
'0:02.400',-0.06986533,-0.07751554,0.47150181,0.12222678
'0:02.400',-0.06986533,-0.07719711,0.47179485,0.09136553
'0:02.400',-0.06986533,-0.07719711,0.47179485,0.09136553
'0:02.401',-0.06986533,-0.07689253,0.47211231,0.06091036
'0:02.401',-0.06986533,-0.07689253,0.47240535,0.06091036
'0:02.401',-0.06986533,-0.07658795,0.47272281,0.06091036
'0:02.401',-0.06986533,-0.07658795,0.47272281,0.03045518
'0:02.401',-0.06986533,-0.07628337,0.47301585,0.03045518
'0:02.402',-0.06986533,-0.07597879,0.47333331,0.03045518
'0:02.402',-0.06986533,-0.07597879,0.47333331,0.00000000
'0:02.402',-0.06986533,-0.07567421,0.47362635,0.00000000
'0:02.402',-0.06986533,-0.07536964,0.47394381,0.00000000
'0:02.402',-0.06986533,-0.07536964,0.47394381,0.00000000
'0:02.403',-0.06986533,-0.07506506,0.47423685,0.00000000
'0:02.403',-0.07019153,-0.07476048,0.47455431,0.00000000
'0:02.403',-0.07019153,-0.07445590,0.47455431,0.00000000
'0:02.403',-0.07019153,-0.07415132,0.47484735,0.00000000
'0:02.403',-0.07019153,-0.07384674,0.47516481,0.03045518
'0:02.404',-0.07048807,-0.07354216,0.47545785,0.03045518
'0:02.404',-0.07048807,-0.07323758,0.47545785,0.03045518
'0:02.404',-0.07078461,-0.07293300,0.47577531,0.03045518
'0:02.404',-0.07078461,-0.07262842,0.47606835,0.03045518
'0:02.404',-0.07108116,-0.07232384,0.47606835,0.03045518
'0:02.405',-0.07108116,-0.07171468,0.47638581,0.03045518
'0:02.405',-0.07140735,-0.07141010,0.47667885,0.03045518
'0:02.405',-0.07140735,-0.07110552,0.47667885,0.00000000
'0:02.405',-0.07170389,-0.07080094,0.47699631,0.00000000
'0:02.405',-0.07170389,-0.07049636,0.47728935,-0.03045518
'0:02.406',-0.07200044,-0.07019178,0.47760681,-0.03045518
'0:02.406',-0.07232663,-0.06987336,0.47760681,-0.06091036
'0:02.406',-0.07232663,-0.06956878,0.47789985,-0.09136553
'0:02.406',-0.07262317,-0.06926420,0.47821731,-0.12222678
'0:02.406',-0.07262317,-0.06895962,0.47821731,-0.12222678
'0:02.407',-0.07291972,-0.06895962,0.47851035,-0.15268196
'0:02.407',-0.07321626,-0.06865504,0.47882781,-0.18313714
'0:02.407',-0.07321626,-0.06835046,0.47882781,-0.21359232
'0:02.407',-0.07354246,-0.06835046,0.47912085,-0.24404749
'0:02.407',-0.07354246,-0.06804588,0.47943831,-0.27450267
'0:02.408',-0.07383900,-0.06804588,0.47973136,-0.27450267
'0:02.408',-0.07383900,-0.06774130,0.47973136,-0.30536392
'0:02.408',-0.07413554,-0.06774130,0.48004882,-0.30536392
'0:02.408',-0.07413554,-0.06743672,0.48034186,-0.30536392
'0:02.408',-0.07413554,-0.06743672,0.48034186,-0.30536392
'0:02.409',-0.07446174,-0.06713214,0.48065932,-0.30536392
'0:02.409',-0.07446174,-0.06713214,0.48095236,-0.27450267
'0:02.409',-0.07446174,-0.06713214,0.48126982,-0.27450267
'0:02.409',-0.07446174,-0.06713214,0.48126982,-0.27450267
'0:02.409',-0.07446174,-0.06682756,0.48156286,-0.24404749
'0:02.410',-0.07475828,-0.06682756,0.48188032,-0.24404749
'0:02.410',-0.07475828,-0.06682756,0.48188032,-0.24404749
'0:02.410',-0.07475828,-0.06682756,0.48217336,-0.24404749
'0:02.410',-0.07475828,-0.06652298,0.48249082,-0.24404749
'0:02.410',-0.07475828,-0.06652298,0.48278386,-0.24404749
'0:02.411',-0.07475828,-0.06652298,0.48278386,-0.24404749
'0:02.411',-0.07475828,-0.06652298,0.48310132,-0.27450267
'0:02.411',-0.07475828,-0.06621840,0.48339436,-0.27450267
'0:02.411',-0.07475828,-0.06621840,0.48339436,-0.27450267
'0:02.411',-0.07505482,-0.06621840,0.48371182,-0.30536392
'0:02.412',-0.07505482,-0.06621840,0.48400486,-0.30536392
'0:02.412',-0.07505482,-0.06591382,0.48432232,-0.33581910
'0:02.412',-0.07505482,-0.06591382,0.48432232,-0.33581910
'0:02.412',-0.07505482,-0.06591382,0.48461536,-0.33581910
'0:02.412',-0.07505482,-0.06560924,0.48493282,-0.36627428
'0:02.413',-0.07505482,-0.06560924,0.48522586,-0.36627428
'0:02.413',-0.07505482,-0.06560924,0.48522586,-0.36627428
'0:02.413',-0.07505482,-0.06560924,0.48554332,-0.36627428
'0:02.413',-0.07538102,-0.06530466,0.48583636,-0.36627428
'0:02.413',-0.07538102,-0.06530466,0.48583636,-0.36627428
'0:02.414',-0.07538102,-0.06530466,0.48615382,-0.36627428
'0:02.414',-0.07538102,-0.06500008,0.48644686,-0.36627428
'0:02.414',-0.07538102,-0.06500008,0.48676432,-0.39672945
'0:02.414',-0.07538102,-0.06500008,0.48676432,-0.39672945
'0:02.414',-0.07538102,-0.06500008,0.48705736,-0.39672945
'0:02.415',-0.07538102,-0.06500008,0.48737482,-0.42718463
'0:02.415',-0.07538102,-0.06500008,0.48766786,-0.42718463
'0:02.415',-0.07538102,-0.06469550,0.48766786,-0.45763981
'0:02.415',-0.07538102,-0.06469550,0.48798532,-0.45763981
'0:02.415',-0.07538102,-0.06469550,0.48827836,-0.45763981
'0:02.416',-0.07538102,-0.06469550,0.48859582,-0.48809499
'0:02.416',-0.07505482,-0.06469550,0.48859582,-0.48809499
'0:02.416',-0.07505482,-0.06469550,0.48888886,-0.48809499
'0:02.416',-0.07475828,-0.06469550,0.48920632,-0.48809499
'0:02.416',-0.07475828,-0.06500008,0.48949936,-0.51895624
'0:02.417',-0.07446174,-0.06500008,0.48949936,-0.51895624
'0:02.417',-0.07446174,-0.06500008,0.48981682,-0.51895624
'0:02.417',-0.07413554,-0.06500008,0.49010986,-0.51895624
'0:02.417',-0.07383900,-0.06500008,0.49010986,-0.51895624
'0:02.417',-0.07383900,-0.06500008,0.49042733,-0.51895624
'0:02.418',-0.07354246,-0.06500008,0.49072037,-0.54941142
'0:02.418',-0.07321626,-0.06530466,0.49103783,-0.54941142
'0:02.418',-0.07291972,-0.06530466,0.49103783,-0.54941142
'0:02.418',-0.07262317,-0.06530466,0.49133087,-0.54941142
'0:02.418',-0.07232663,-0.06530466,0.49164833,-0.54941142
'0:02.419',-0.07200044,-0.06530466,0.49194137,-0.54941142
'0:02.419',-0.07140735,-0.06530466,0.49194137,-0.54941142
'0:02.419',-0.07108116,-0.06560924,0.49225883,-0.54941142
'0:02.419',-0.07078461,-0.06560924,0.49255187,-0.54941142
'0:02.419',-0.07048807,-0.06560924,0.49286933,-0.51895624
'0:02.420',-0.06986533,-0.06560924,0.49286933,-0.51895624
'0:02.420',-0.06956879,-0.06560924,0.49316237,-0.51895624
'0:02.420',-0.06927225,-0.06560924,0.49347983,-0.48809499
'0:02.420',-0.06894605,-0.06560924,0.49377287,-0.45763981
'0:02.420',-0.06835297,-0.06560924,0.49377287,-0.45763981
'0:02.421',-0.06805643,-0.06560924,0.49409033,-0.42718463
'0:02.421',-0.06773023,-0.06530466,0.49438337,-0.42718463
'0:02.421',-0.06713714,-0.06530466,0.49467641,-0.42718463
'0:02.421',-0.06681095,-0.06530466,0.49467641,-0.39672945
'0:02.421',-0.06651441,-0.06530466,0.49499387,-0.39672945
'0:02.422',-0.06621786,-0.06530466,0.49528691,-0.39672945
'0:02.422',-0.06559513,-0.06530466,0.49560437,-0.39672945
'0:02.422',-0.06529858,-0.06500008,0.49560437,-0.39672945
'0:02.422',-0.06500204,-0.06500008,0.49589741,-0.36627428
'0:02.422',-0.06437930,-0.06500008,0.49621487,-0.36627428
'0:02.423',-0.06408276,-0.06500008,0.49650791,-0.36627428
'0:02.423',-0.06375656,-0.06469550,0.49650791,-0.33581910
'0:02.423',-0.06316348,-0.06469550,0.49682537,-0.33581910
'0:02.423',-0.06286694,-0.06469550,0.49711841,-0.33581910
'0:02.423',-0.06254074,-0.06439092,0.49743587,-0.33581910
'0:02.424',-0.06224420,-0.06439092,0.49772891,-0.30536392
'0:02.424',-0.06194766,-0.06408634,0.49772891,-0.30536392
'0:02.424',-0.06132492,-0.06408634,0.49804637,-0.27450267
'0:02.424',-0.06102838,-0.06378176,0.49833941,-0.27450267
'0:02.424',-0.06102838,-0.06378176,0.49865687,-0.24404749
'0:02.425',-0.06073183,-0.06347718,0.49865687,-0.24404749
'0:02.425',-0.06040564,-0.06347718,0.49894991,-0.21359232
'0:02.425',-0.06010910,-0.06317260,0.49926737,-0.18313714
'0:02.425',-0.06010910,-0.06317260,0.49956041,-0.15268196
'0:02.425',-0.05981255,-0.06285418,0.49956041,-0.12222678
'0:02.426',-0.05981255,-0.06254960,0.49987787,-0.09136553
'0:02.426',-0.05948636,-0.06254960,0.50017091,-0.03045518
'0:02.426',-0.05948636,-0.06224502,0.50048837,0.00000000
'0:02.426',-0.05948636,-0.06194044,0.50048837,0.06091036
'0:02.426',-0.05948636,-0.06194044,0.50078142,0.09136553
'0:02.427',-0.05948636,-0.06163586,0.50109888,0.12222678
'0:02.427',-0.05948636,-0.06133128,0.50139192,0.18313714
'0:02.427',-0.05981255,-0.06102670,0.50170938,0.21359232
'0:02.427',-0.05981255,-0.06072212,0.50170938,0.24404749
'0:02.427',-0.05981255,-0.06072212,0.50200242,0.30536392
'0:02.428',-0.06010910,-0.06041754,0.50231988,0.33581910
'0:02.428',-0.06010910,-0.06011296,0.50261292,0.36627428
'0:02.428',-0.06040564,-0.05980838,0.50261292,0.36627428
'0:02.428',-0.06073183,-0.05950380,0.50293038,0.39672945
'0:02.428',-0.06073183,-0.05919922,0.50322342,0.39672945
'0:02.429',-0.06102838,-0.05889464,0.50354088,0.39672945
'0:02.429',-0.06132492,-0.05889464,0.50354088,0.42718463
'0:02.429',-0.06162146,-0.05859006,0.50383392,0.42718463
'0:02.429',-0.06194766,-0.05828548,0.50415138,0.42718463
'0:02.429',-0.06224420,-0.05798090,0.50444442,0.42718463
'0:02.430',-0.06254074,-0.05767632,0.50476188,0.42718463
'0:02.430',-0.06286694,-0.05737174,0.50476188,0.45763981
'0:02.430',-0.06346002,-0.05706716,0.50505492,0.45763981
'0:02.430',-0.06375656,-0.05676258,0.50537238,0.48809499
'0:02.430',-0.06408276,-0.05645800,0.50566542,0.51895624
'0:02.431',-0.06467584,-0.05615342,0.50566542,0.51895624
'0:02.431',-0.06500204,-0.05583500,0.50598288,0.54941142
'0:02.431',-0.06559513,-0.05522584,0.50627592,0.57986659
'0:02.431',-0.06621786,-0.05492126,0.50659338,0.57986659
'0:02.431',-0.06651441,-0.05461668,0.50688642,0.61032177
'0:02.432',-0.06713714,-0.05431210,0.50688642,0.64077695
'0:02.432',-0.06773023,-0.05400752,0.50720388,0.67123213
'0:02.432',-0.06835297,-0.05339836,0.50749692,0.70209338
'0:02.432',-0.06894605,-0.05309378,0.50781438,0.76300373
'0:02.432',-0.06956879,-0.05278920,0.50810742,0.79345891
'0:02.433',-0.07048807,-0.05218004,0.50810742,0.82391409
'0:02.433',-0.07108116,-0.05187546,0.50842488,0.88482444
'0:02.433',-0.07170389,-0.05126630,0.50871792,0.91568569
'0:02.433',-0.07262317,-0.05096172,0.50903538,0.94614087
'0:02.433',-0.07321626,-0.05035256,0.50903538,1.00705123
'0:02.434',-0.07413554,-0.05004799,0.50932842,1.03750640
'0:02.434',-0.07505482,-0.04943883,0.50964588,1.06796158
'0:02.434',-0.07567756,-0.04881582,0.50993892,1.09882283
'0:02.434',-0.07659684,-0.04820666,0.51025638,1.15973319
'0:02.434',-0.07751612,-0.04790208,0.51025638,1.19018836
'0:02.435',-0.07840575,-0.04729292,0.51054942,1.25109872
'0:02.435',-0.07932503,-0.04668376,0.51086688,1.28155390
'0:02.435',-0.08024431,-0.04607460,0.51115992,1.34287033
'0:02.435',-0.08116359,-0.04546544,0.51147739,1.40378068
'0:02.435',-0.08208287,-0.04485629,0.51147739,1.46469104
'0:02.436',-0.08300215,-0.04424713,0.51177043,1.49555229
'0:02.436',-0.08392143,-0.04363797,0.51208789,1.55646264
'0:02.436',-0.08451451,-0.04302881,0.51238093,1.61737300
'0:02.436',-0.08543380,-0.04211507,0.51269839,1.64782818
'0:02.436',-0.08635308,-0.04149206,0.51269839,1.70914460
'0:02.437',-0.08727236,-0.04057832,0.51299143,1.77005496
'0:02.437',-0.08819164,-0.03996917,0.51330889,1.80051014
'0:02.437',-0.08911092,-0.03905543,0.51360193,1.86142049
'0:02.437',-0.08970400,-0.03844627,0.51391939,1.89228174
'0:02.437',-0.09062328,-0.03753253,0.51391939,1.92273692
'0:02.438',-0.09154256,-0.03692337,0.51421243,1.98364727
'0:02.438',-0.09216530,-0.03600963,0.51452989,2.01410245
'0:02.438',-0.09305493,-0.03509589,0.51482293,2.04455763
'0:02.438',-0.09367767,-0.03416831,0.51514039,2.10587406
'0:02.438',-0.09459695,-0.03325457,0.51543343,2.13632923
'0:02.439',-0.09519003,-0.03234083,0.51543343,2.16678441
'0:02.439',-0.09610931,-0.03142709,0.51575089,2.19723959
'0:02.439',-0.09673205,-0.03020877,0.51604393,2.22769477
'0:02.439',-0.09732514,-0.02929503,0.51636139,2.25814995
'0:02.439',-0.09824442,-0.02838129,0.51665443,2.28901120
'0:02.440',-0.09886716,-0.02714913,0.51665443,2.31946637
'0:02.440',-0.09948989,-0.02593081,0.51697189,2.34992155
'0:02.440',-0.10008298,-0.02501707,0.51726493,2.38037673
'0:02.440',-0.10070572,-0.02379875,0.51758239,2.41083191
'0:02.440',-0.10129880,-0.02258043,0.51787543,2.44128709
'0:02.441',-0.10192154,-0.02136211,0.51787543,2.47174226
'0:02.441',-0.10284082,-0.02012995,0.51819289,2.50260351
'0:02.441',-0.10343390,-0.01891163,0.51848593,2.53305869
'0:02.441',-0.10405664,-0.01738873,0.51880339,2.56351387
'0:02.441',-0.10464973,-0.01617041,0.51909643,2.59396905
'0:02.442',-0.10527247,-0.01495210,0.51941389,2.65487940
'0:02.442',-0.10589520,-0.01341535,0.51941389,2.68574065
'0:02.442',-0.10648829,-0.01189245,0.51970693,2.71619583
'0:02.442',-0.10711103,-0.01067413,0.52002439,2.74665101
'0:02.442',-0.10770411,-0.00915124,0.52031743,2.77710618
'0:02.443',-0.10832685,-0.00762834,0.52063489,2.80756136
'0:02.443',-0.10894959,-0.00609159,0.52092793,2.83801654
'0:02.443',-0.10954267,-0.00456870,0.52092793,2.83801654
'0:02.443',-0.11016541,-0.00274122,0.52124539,2.86847172
'0:02.443',-0.11075850,-0.00121832,0.52153843,2.86847172
'0:02.444',-0.11138123,0.00030458,0.52185590,2.89933297
'0:02.444',-0.11197432,0.00214590,0.52214894,2.92978814
'0:02.444',-0.11259706,0.00366880,0.52246640,2.96024332
'0:02.444',-0.11321980,0.00549628,0.52246640,2.99069850
'0:02.444',-0.11351634,0.00701918,0.52275944,3.02115368
'0:02.445',-0.11413908,0.00886050,0.52307690,3.05160886
'0:02.445',-0.11473216,0.01068798,0.52336994,3.08247010
'0:02.445',-0.11502870,0.01251546,0.52368740,3.11292528
'0:02.445',-0.11535490,0.01434294,0.52398044,3.14338046
'0:02.445',-0.11594798,0.01618426,0.52398044,3.17383564
'0:02.446',-0.11627418,0.01801174,0.52429790,3.20429082
'0:02.446',-0.11657072,0.01983922,0.52459094,3.26520117
'0:02.446',-0.11657072,0.02166669,0.52490840,3.29606242
'0:02.446',-0.11686726,0.02381260,0.52520144,3.32651760
'0:02.446',-0.11686726,0.02564007,0.52551890,3.35697278
'0:02.447',-0.11716381,0.02777213,0.52581194,3.38742796
'0:02.447',-0.11716381,0.02961346,0.52581194,3.41788313
'0:02.447',-0.11716381,0.03174551,0.52612940,3.41788313
'0:02.447',-0.11686726,0.03387757,0.52642244,3.44833831
'0:02.447',-0.11686726,0.03600963,0.52673990,3.47919956
'0:02.448',-0.11657072,0.03815553,0.52703294,3.47919956
'0:02.448',-0.11627418,0.04028759,0.52735040,3.47919956
'0:02.448',-0.11594798,0.04241965,0.52735040,3.50965474
'0:02.448',-0.11535490,0.04456555,0.52764344,3.50965474
'0:02.448',-0.11502870,0.04700219,0.52796090,3.50965474
'0:02.449',-0.11443562,0.04913425,0.52825394,3.50965474
'0:02.449',-0.11351634,0.05158473,0.52857140,3.50965474
'0:02.449',-0.11289360,0.05402137,0.52886444,3.50965474
'0:02.449',-0.11197432,0.05645800,0.52918190,3.50965474
'0:02.449',-0.11108469,0.05860391,0.52918190,3.50965474
'0:02.450',-0.10983922,0.06104054,0.52947494,3.50965474
'0:02.450',-0.10894959,0.06347718,0.52979240,3.50965474
'0:02.450',-0.10770411,0.06623224,0.53008544,3.54010992
'0:02.450',-0.10648829,0.06866888,0.53040290,3.54010992
'0:02.450',-0.10497592,0.07110552,0.53069594,3.54010992
'0:02.451',-0.10343390,0.07355600,0.53101340,3.54010992
'0:02.451',-0.10192154,0.07629722,0.53101340,3.57056509
'0:02.451',-0.10037952,0.07874770,0.53130644,3.57056509
'0:02.451',-0.09857061,0.08148892,0.53162390,3.60102027
'0:02.451',-0.09673205,0.08392556,0.53191694,3.60102027
'0:02.452',-0.09489349,0.08668062,0.53223440,3.60102027
'0:02.452',-0.09305493,0.08911726,0.53252745,3.63147545
'0:02.452',-0.09091983,0.09155389,0.53284491,3.60102027
'0:02.452',-0.08878472,0.09430896,0.53284491,3.60102027
'0:02.452',-0.08664962,0.09674559,0.53313795,3.60102027
'0:02.453',-0.08421797,0.09948681,0.53345541,3.60102027
'0:02.453',-0.08178633,0.10193729,0.53374845,3.57056509
'0:02.453',-0.07932503,0.10437393,0.53406591,3.57056509
'0:02.453',-0.07689338,0.10681057,0.53435895,3.54010992
'0:02.453',-0.07413554,0.10956563,0.53467641,3.54010992
'0:02.454',-0.07140735,0.11200227,0.53467641,3.54010992
'0:02.454',-0.06835297,0.11414817,0.53496945,3.50965474
'0:02.454',-0.06559513,0.11658481,0.53528691,3.50965474
'0:02.454',-0.06224420,0.11902145,0.53557995,3.50965474
'0:02.454',-0.05918981,0.12147193,0.53589741,3.47919956
'0:02.455',-0.05583889,0.12360399,0.53619045,3.47919956
'0:02.455',-0.05216177,0.12573604,0.53650791,3.47919956
'0:02.455',-0.04881084,0.12786810,0.53680095,3.47919956
'0:02.455',-0.04483717,0.13031859,0.53680095,3.47919956
'0:02.455',-0.04118971,0.13214606,0.53711841,3.47919956
'0:02.456',-0.03691950,0.13427812,0.53741145,3.44833831
'0:02.456',-0.03294583,0.13642402,0.53772891,3.44833831
'0:02.456',-0.02867563,0.13825150,0.53802195,3.44833831
'0:02.456',-0.02410888,0.14007898,0.53833941,3.44833831
'0:02.456',-0.01951247,0.14190646,0.53863245,3.41788313
'0:02.457',-0.01494572,0.14374778,0.53863245,3.41788313
'0:02.457',-0.01005278,0.14527068,0.53894991,3.41788313
'0:02.457',-0.00486329,0.14709816,0.53924295,3.38742796
'0:02.457',0.00000000,0.14862106,0.53956041,3.38742796
'0:02.457',0.00551568,0.15015780,0.53985345,3.35697278
'0:02.458',0.01070517,0.15168070,0.54017091,3.32651760
'0:02.458',0.01619120,0.15289902,0.54046395,3.29606242
'0:02.458',0.02197377,0.15442192,0.54078141,3.26520117
'0:02.458',0.02778600,0.15564024,0.54078141,3.23474600
'0:02.458',0.03356857,0.15687240,0.54107445,3.20429082
'0:02.459',0.03967734,0.15809072,0.54139191,3.20429082
'0:02.459',0.04578611,0.15930904,0.54168495,3.17383564
'0:02.459',0.05219142,0.16022278,0.54200241,3.14338046
'0:02.459',0.05859673,0.16144109,0.54229545,3.11292528
'0:02.459',0.06500204,0.16235483,0.54261291,3.11292528
'0:02.460',0.07173355,0.16326857,0.54290596,3.08247010
'0:02.460',0.07843540,0.16419616,0.54290596,3.08247010
'0:02.460',0.08546345,0.16510990,0.54322342,3.05160886
'0:02.460',0.09249150,0.16602363,0.54351646,3.02115368
'0:02.460',0.09948989,0.16663279,0.54383392,3.02115368
'0:02.461',0.10681449,0.16754653,0.54412696,2.99069850
'0:02.461',0.11413908,0.16815569,0.54442000,2.96024332
'0:02.461',0.12178986,0.16876485,0.54473746,2.92978814
'0:02.461',0.12941100,0.16967859,0.54503050,2.92978814
'0:02.461',0.13703213,0.17028775,0.54503050,2.89933297
'0:02.462',0.14497946,0.17091075,0.54534796,2.86847172
'0:02.462',0.15289714,0.17151991,0.54564100,2.83801654
'0:02.462',0.16114101,0.17212907,0.54595846,2.77710618
'0:02.462',0.16908834,0.17243365,0.54625150,2.74665101
'0:02.462',0.17762875,0.17304281,0.54656896,2.71619583
'0:02.463',0.18587262,0.17365197,0.54686200,2.68574065
'0:02.463',0.19441304,0.17395655,0.54717946,2.62442422
'0:02.463',0.20295345,0.17456571,0.54717946,2.56351387
'0:02.463',0.21179041,0.17487029,0.54747250,2.53305869
'0:02.463',0.22065702,0.17517487,0.54778996,2.47174226
'0:02.464',0.22949398,0.17578403,0.54808300,2.41083191
'0:02.464',0.23865713,0.17608861,0.54840046,2.34992155
'0:02.464',0.24782028,0.17639319,0.54869350,2.31946637
'0:02.464',0.25698343,0.17669777,0.54901096,2.25814995
'0:02.464',0.26644313,0.17700235,0.54930400,2.19723959
'0:02.465',0.27590282,0.17730693,0.54930400,2.16678441
'0:02.465',0.28536252,0.17761151,0.54962146,2.10587406
'0:02.465',0.29482221,0.17792993,0.54991450,2.07501281
'0:02.465',0.30457845,0.17823451,0.55023196,2.01410245
'0:02.465',0.31433469,0.17853909,0.55052500,1.98364727
'0:02.466',0.32441712,0.17853909,0.55084246,1.95319210
'0:02.466',0.33446990,0.17884367,0.55113550,1.92273692
'0:02.466',0.34455233,0.17914825,0.55145296,1.89228174
'0:02.466',0.35463477,0.17945283,0.55174600,1.83096531
'0:02.466',0.36501374,0.17975741,0.55174600,1.80051014
'0:02.467',0.37536306,0.18006199,0.55206346,1.77005496
'0:02.467',0.38574204,0.18006199,0.55235650,1.73959978
'0:02.467',0.39644721,0.18036657,0.55267396,1.70914460
'0:02.467',0.40712273,0.18067115,0.55296700,1.67828335
'0:02.467',0.41779825,0.18097573,0.55328446,1.64782818
'0:02.468',0.42877031,0.18128031,0.55357751,1.61737300
'0:02.468',0.43977202,0.18128031,0.55357751,1.58691782
'0:02.468',0.45074408,0.18158489,0.55389497,1.58691782
'0:02.468',0.46204234,0.18188947,0.55418801,1.55646264
'0:02.468',0.47304405,0.18219405,0.55450547,1.52600746
'0:02.469',0.48431265,0.18249863,0.55479851,1.49555229
'0:02.469',0.49561091,0.18249863,0.55511597,1.46469104
'0:02.469',0.50720571,0.18280321,0.55540901,1.43423586
'0:02.469',0.51850396,0.18280321,0.55572647,1.40378068
'0:02.469',0.53009876,0.18310779,0.55572647,1.40378068
'0:02.470',0.54169356,0.18310779,0.55601951,1.37332550
'0:02.470',0.55328836,0.18341237,0.55633697,1.34287033
